trace_name,station,true_s_sample,raw_s_peak_count,max_s_sample,max_s_probability,nearest_raw_s_sample,nearest_raw_s_probability,nearest_raw_s_error_samples,nearest_raw_s_abs_error_s,nearest_raw_s_within_near_samples,normal_picker_s_sample,normal_picker_s_error_samples,normal_picker_s_abs_error_s
RAF.HE_20250225120118_HH_EV,RAF,5473,0,0,5.987286567687988e-05,,,,,False,,,
FIA1.HE_20250116091904_HH_EV,FIA1,5045,0,0,8.913874626159668e-05,,,,,False,,,
KPF.HE_20250116114227_HH_EV,KPF,4638,0,0,0.00026479363441467285,,,,,False,,,
KEV.HE_20250105003214_HH_EV,KEV,5482,0,0,0.000179976224899292,,,,,False,,,
HEL5.HE_20250127142550_HH_EV,HEL5,2465,0,2557,0.0016201138496398926,,,,,False,,,
FIA0.HE_20250227135710_HH_EV,FIA0,1668,0,0,5.6684017181396484e-05,,,,,False,,,
HEL1.HE_20250227154139_HH_EV,HEL1,4304,0,4403,0.0007614195346832275,,,,,False,,,
RAJF.FN_20250221200522_HH_EV,RAJF,4007,0,0,5.4836273193359375e-05,,,,,False,,,
VRF.HE_20250223200917_HH_EV,VRF,2647,0,0,9.867548942565918e-05,,,,,False,,,
MSF.FN_20250227120445_HH_EV,MSF,4775,0,0,6.985664367675781e-05,,,,,False,,,
OLKF.FN_20250222210155_HH_EV,OLKF,4172,0,0,8.183717727661133e-05,,,,,False,,,
RNF.FN_20250131081749_HH_EV,RNF,3155,0,0,8.308887481689453e-05,,,,,False,,,
FIA0.HE_20250127120728_HH_EV,FIA0,4472,0,0,9.15229320526123e-05,,,,,False,,,
RAJF.FN_20250214160024_HH_EV,RAJF,3404,0,0,6.690621376037598e-05,,,,,False,,,
OUL.FN_20250128133606_HH_EV,OUL,4317,0,0,8.907914161682129e-05,,,,,False,,,
VRF.HE_20250127120454_HH_EV,VRF,4056,0,0,0.0001895427703857422,,,,,False,,,
LAUT.HE_20250224154158_HH_EV,LAUT,2821,0,2845,0.00032266974449157715,,,,,False,,,
OUL.FN_20250225132029_HH_EV,OUL,1410,0,1558,0.0016072094440460205,,,,,False,,,
LAUT.HE_20250214115555_HH_EV,LAUT,4625,0,4720,0.01825582981109619,,,,,False,,,
RUF.HE_20250109124822_HH_EV,RUF,4442,0,0,4.357099533081055e-05,,,,,False,,,
VAF.HE_20250206114139_HH_EV,VAF,4667,0,4883,0.001145690679550171,,,,,False,,,
VJF.HE_20250124092742_HH_EV,VJF,2937,0,0,6.508827209472656e-05,,,,,False,,,
HEF.HE_20250228134815_HH_EV,HEF,4599,0,0,5.501508712768555e-05,,,,,False,,,
KU6.HE_20250223200542_HH_EV,KU6,4006,0,0,6.395578384399414e-05,,,,,False,,,
FIA1.HE_20250116110650_HH_EV,FIA1,5035,0,0,0.00012198090553283691,,,,,False,,,
NIF.HE_20250228113701_HH_EV,NIF,5096,0,0,5.552172660827637e-05,,,,,False,,,
VRF.HE_20250117123926_HH_EV,VRF,1138,0,1174,0.08110514283180237,,,,,False,,,
NUR.HE_20250203145936_HH_EV,NUR,3526,0,3529,0.002673536539077759,,,,,False,,,
RSUO.HE_20250203145924_HH_EV,RSUO,4146,0,0,3.7103891372680664e-05,,,,,False,,,
VUOS.HE_20250124085447_HH_EV,VUOS,3146,0,3148,0.0014387667179107666,,,,,False,,,
HEL1.HE_20250205143119_HH_EV,HEL1,3554,0,3557,0.00038942694664001465,,,,,False,,,
OBF0.HE_20250227091422_HH_EV,OBF0,3631,0,0,7.790327072143555e-05,,,,,False,,,
OBF3.HE_20250224075844_HH_EV,OBF3,2363,0,0,6.970763206481934e-05,,,,,False,,,
ALAJF.HE_20250131132504_HH_EV,ALAJF,4100,0,0,0.00010251998901367188,,,,,False,,,
NIF.HE_20250211121442_HH_EV,NIF,3048,0,0,6.794929504394531e-05,,,,,False,,,
KEV.HE_20250117124003_HH_EV,KEV,3725,0,0,0.00045999884605407715,,,,,False,,,
KAF.HE_20250131125709_HH_EV,KAF,4655,0,0,0.00019034743309020996,,,,,False,,,
TOF.HE_20250226124817_HH_EV,TOF,4625,0,0,8.144974708557129e-05,,,,,False,,,
FIA1.HE_20250124092741_HH_EV,FIA1,4817,0,0,0.00010353326797485352,,,,,False,,,
RUF.HE_20250124113836_HH_EV,RUF,3783,0,0,0.00020805001258850098,,,,,False,,,
RUF.HE_20250224114559_HH_EV,RUF,4418,0,0,0.000286102294921875,,,,,False,,,
OUF.HE_20250129121217_HH_EV,OUF,5432,0,0,6.443262100219727e-05,,,,,False,,,
TVF.HE_20250225101757_HH_EV,TVF,2705,0,0,6.502866744995117e-05,,,,,False,,,
LAUT.HE_20250210100432_HH_EV,LAUT,2210,0,0,2.893805503845215e-05,,,,,False,,,
NUR.HE_20250122142829_HH_EV,NUR,2240,0,2839,0.0031599998474121094,,,,,False,,,
LAUT.HE_20250115110952_HH_EV,LAUT,4694,0,4709,0.0004114210605621338,,,,,False,,,
FIA1.HE_20250220093308_HH_EV,FIA1,2184,0,2321,0.0512717068195343,,,,,False,,,
KU6.HE_20250214160104_HH_EV,KU6,4958,0,0,7.548928260803223e-05,,,,,False,,,
RSUO.HE_20250212151343_HH_EV,RSUO,4011,0,0,3.6656856536865234e-05,,,,,False,,,
VUOS.HE_20250207114048_HH_EV,VUOS,3635,0,3676,0.0014260411262512207,,,,,False,,,
MSF.FN_20250207094440_HH_EV,MSF,4681,0,0,0.0001430213451385498,,,,,False,,,
KU6.HE_20250225043206_HH_EV,KU6,5363,0,0,0.00013524293899536133,,,,,False,,,
RANF.FN_20250206114145_HH_EV,RANF,5495,0,3098,0.0005891025066375732,,,,,False,,,
FIA0.HE_20250110132940_HH_EV,FIA0,3891,2,3865,0.12001001834869385,3901,0.10528752207756042,-10,0.1,True,3865,26,0.26
VRF.HE_20250127200950_HH_EV,VRF,2938,0,0,8.445978164672852e-05,,,,,False,,,
KAF.HE_20250129102620_HH_EV,KAF,3950,0,0,0.0001175999641418457,,,,,False,,,
RAF.HE_20250110102520_HH_EV,RAF,4621,0,0,7.238984107971191e-05,,,,,False,,,
OLKF.FN_20250128200702_HH_EV,OLKF,4701,0,0,6.657838821411133e-05,,,,,False,,,
RANF.FN_20250220235701_HH_EV,RANF,5349,0,0,0.0001296699047088623,,,,,False,,,
OLKF.FN_20250110115221_HH_EV,OLKF,5430,0,0,9.548664093017578e-05,,,,,False,,,
MEF.HE_20250206105909_HH_EV,MEF,2510,0,2964,0.056454211473464966,,,,,False,,,
HEL1.HE_20250226130024_HH_EV,HEL1,1448,0,1453,0.0052679479122161865,,,,,False,,,
RAJF.FN_20250131190408_HH_EV,RAJF,5237,0,0,6.577372550964355e-05,,,,,False,,,
OUF.HE_20250129101633_HH_EV,OUF,3993,0,0,8.681416511535645e-05,,,,,False,,,
NUR.HE_20250122131038_HH_EV,NUR,1424,1,1424,0.5354439616203308,1424,0.5354439616203308,0,0.0,True,1424,0,0.0
RAJF.FN_20250221201512_HH_EV,RAJF,4747,0,0,6.923079490661621e-05,,,,,False,,,
RNF.FN_20250207065824_HH_EV,RNF,3606,0,3946,0.013593047857284546,,,,,False,,,
SUF.HE_20250116113738_HH_EV,SUF,5402,0,0,8.377432823181152e-05,,,,,False,,,
VUOS.HE_20250219113019_HH_EV,VUOS,4255,0,0,4.6640634536743164e-05,,,,,False,,,
RAF.HE_20250227105726_HH_EV,RAF,2961,0,0,7.18235969543457e-05,,,,,False,,,
MSF.FN_20250214131806_HH_EV,MSF,3977,0,3985,0.0038103461265563965,,,,,False,,,
HEL5.HE_20250227085951_HH_EV,HEL5,2400,0,2398,0.0021566152572631836,,,,,False,,,
AAL.UP_20250129150037_HH_EV,AAL,5214,0,0,8.088350296020508e-05,,,,,False,,,
HEL1.HE_20250213112928_HH_EV,HEL1,4721,0,0,3.653764724731445e-05,,,,,False,,,
LAUT.HE_20250204085918_HH_EV,LAUT,3429,0,0,6.324052810668945e-05,,,,,False,,,
VAF.HE_20250120113723_HH_EV,VAF,4408,0,0,5.120038986206055e-05,,,,,False,,,
KLF.FN_20250216044015_HH_EV,KLF,5497,0,0,5.525350570678711e-05,,,,,False,,,
KAF.HE_20250113121104_HH_EV,KAF,5268,0,0,0.00011962652206420898,,,,,False,,,
RANF.FN_20250216194923_HH_EV,RANF,3507,0,0,6.908178329467773e-05,,,,,False,,,
RUF.HE_20250115130018_HH_EV,RUF,3736,0,0,6.312131881713867e-05,,,,,False,,,
TVF.HE_20250115134544_HH_EV,TVF,4878,0,0,0.000102996826171875,,,,,False,,,
MSF.FN_20250104201819_HH_EV,MSF,5214,0,0,7.835030555725098e-05,,,,,False,,,
KEV.HE_20250203103712_HH_EV,KEV,5220,0,0,8.90195369720459e-05,,,,,False,,,
NUR.HE_20250224154207_HH_EV,NUR,2572,0,2613,0.002654165029525757,,,,,False,,,
OUF.HE_20250218080356_HH_EV,OUF,5140,0,0,0.00026345252990722656,,,,,False,,,
VUOS.HE_20250115121527_HH_EV,VUOS,3216,0,0,6.648898124694824e-05,,,,,False,,,
KEV.HE_20250222103502_HH_EV,KEV,4111,0,0,6.237626075744629e-05,,,,,False,,,
KEF.HE_20250124114129_HH_EV,KEF,4298,0,0,5.987286567687988e-05,,,,,False,,,
FIA0.HE_20250115110955_HH_EV,FIA0,5384,0,0,5.5909156799316406e-05,,,,,False,,,
KUNI.HE_20250213105508_HH_EV,KUNI,2293,0,0,5.778670310974121e-05,,,,,False,,,
MEF.HE_20250220152940_HH_EV,MEF,1825,1,1827,0.7584914565086365,1827,0.7584914565086365,-2,0.02,True,1827,-2,0.02
HEL1.HE_20250107125710_HH_EV,HEL1,4815,0,0,7.191300392150879e-05,,,,,False,,,
LAUT.HE_20250224120948_HH_EV,LAUT,3335,0,3313,0.00021508336067199707,,,,,False,,,
RAJF.FN_20250108164343_HH_EV,RAJF,5352,0,0,3.796815872192383e-05,,,,,False,,,
FIA0.HE_20250122122751_HH_EV,FIA0,3852,0,0,0.00012618303298950195,,,,,False,,,
VRF.HE_20250202103802_HH_EV,VRF,3187,0,0,5.695223808288574e-05,,,,,False,,,
OLKF.FN_20250203193746_HH_EV,OLKF,3662,0,0,0.00011968612670898438,,,,,False,,,
RAF.HE_20250226121426_HH_EV,RAF,3512,0,0,0.00014320015907287598,,,,,False,,,
RANF.FN_20250128121001_HH_EV,RANF,5041,0,0,4.8607587814331055e-05,,,,,False,,,
RUF.HE_20250208232040_HH_EV,RUF,4789,0,0,0.00011685490608215332,,,,,False,,,
OBF3.HE_20250124113840_HH_EV,OBF3,4449,0,4587,0.007496923208236694,,,,,False,,,
MEF.HE_20250131125608_HH_EV,MEF,4655,1,4664,0.31116631627082825,4664,0.31116631627082825,-9,0.09,True,,,
OUF.HE_20250123113328_HH_EV,OUF,4402,0,4376,0.0860481858253479,,,,,False,,,
RAJF.FN_20250204160220_HH_EV,RAJF,3909,0,0,0.00020810961723327637,,,,,False,,,
KPF.HE_20250110120355_HH_EV,KPF,2902,0,0,0.00018906593322753906,,,,,False,,,
LAUT.HE_20250220091359_HH_EV,LAUT,4771,0,0,5.4210424423217773e-05,,,,,False,,,
KUNI.HE_20250219142645_HH_EV,KUNI,4733,0,4761,0.007090657949447632,,,,,False,,,
RANF.FN_20250220150726_HH_EV,RANF,4641,0,0,0.00023129582405090332,,,,,False,,,
KU6.HE_20250219004023_HH_EV,KU6,4896,0,0,6.380677223205566e-05,,,,,False,,,
SUF.HE_20250214094703_HH_EV,SUF,1625,1,1686,0.31913846731185913,1686,0.31913846731185913,-61,0.61,False,1686,-61,0.61
MSF.FN_20250108120153_HH_EV,MSF,4654,0,0,5.46574592590332e-05,,,,,False,,,
TOF.HE_20250220150713_HH_EV,TOF,3034,0,0,5.3942203521728516e-05,,,,,False,,,
VUOS.HE_20250227105634_HH_EV,VUOS,5036,0,0,0.00015783309936523438,,,,,False,,,
KIF.HE_20250202230729_HH_EV,KIF,4945,0,0,7.778406143188477e-05,,,,,False,,,
RAJF.FN_20250204120537_HH_EV,RAJF,4405,0,0,8.496642112731934e-05,,,,,False,,,
KU6.HE_20250131091843_HH_EV,KU6,4176,0,0,4.3720006942749023e-05,,,,,False,,,
JOF.HE_20250219110248_HH_EV,JOF,4796,0,0,7.975101470947266e-05,,,,,False,,,
OBF3.HE_20250103123028_HH_EV,OBF3,2860,1,2882,0.16258585453033447,2882,0.16258585453033447,-22,0.22,True,2882,-22,0.22
NUR.HE_20250115121526_HH_EV,NUR,3137,0,0,5.4955482482910156e-05,,,,,False,,,
HEF.HE_20250108164405_HH_EV,HEF,1727,0,2231,0.0035103559494018555,,,,,False,,,
RANF.FN_20250113110103_HH_EV,RANF,4617,0,0,0.00011444091796875,,,,,False,,,
TVF.HE_20250213105534_HH_EV,TVF,2005,0,0,6.511807441711426e-05,,,,,False,,,
KAF.HE_20250225120217_HH_EV,KAF,2457,0,0,7.605552673339844e-05,,,,,False,,,
KEF.HE_20250207121738_HH_EV,KEF,3629,0,0,0.00014483928680419922,,,,,False,,,
HEF.HE_20250217152617_HH_EV,HEF,4379,0,0,5.1081180572509766e-05,,,,,False,,,
OLKF.FN_20250217121415_HH_EV,OLKF,5144,0,0,9.709596633911133e-05,,,,,False,,,
VAF.HE_20250113080136_HH_EV,VAF,5342,0,0,5.379319190979004e-05,,,,,False,,,
NIF.HE_20250206123739_HH_EV,NIF,2656,0,3516,0.00016117095947265625,,,,,False,,,
TOF.HE_20250120115257_HH_EV,TOF,5459,0,0,0.00010612607002258301,,,,,False,,,
KU6.HE_20250124104814_HH_EV,KU6,3416,0,0,5.8591365814208984e-05,,,,,False,,,
KAF.HE_20250221150507_HH_EV,KAF,3258,0,0,6.92605972290039e-05,,,,,False,,,
KUNI.HE_20250219135504_HH_EV,KUNI,3587,0,3606,0.00017845630645751953,,,,,False,,,
VJF.HE_20250225100949_HH_EV,VJF,5295,0,5297,0.00031444430351257324,,,,,False,,,
FIA1.HE_20250108094928_HH_EV,FIA1,3661,0,0,6.631016731262207e-05,,,,,False,,,
OUL.FN_20250212113645_HH_EV,OUL,2937,0,0,4.392862319946289e-05,,,,,False,,,
KU6.HE_20250117123929_HH_EV,KU6,4526,0,0,9.211897850036621e-05,,,,,False,,,
FIA0.HE_20250128123334_HH_EV,FIA0,3627,0,0,9.396672248840332e-05,,,,,False,,,
HEL1.HE_20250131125622_HH_EV,HEL1,3534,2,3555,0.24352580308914185,3555,0.24352580308914185,-21,0.21,True,3555,-21,0.21
OBF0.HE_20250108120200_HH_EV,OBF0,3615,0,0,4.762411117553711e-05,,,,,False,,,
MSF.FN_20250204040534_HH_EV,MSF,4845,0,0,0.00010624527931213379,,,,,False,,,
VJF.HE_20250221113639_HH_EV,VJF,5182,0,0,0.00014355778694152832,,,,,False,,,
OLKF.FN_20250202200521_HH_EV,OLKF,5057,0,0,6.026029586791992e-05,,,,,False,,,
KPF.HE_20250120103157_HH_EV,KPF,5099,0,0,0.00011089444160461426,,,,,False,,,
KEV.HE_20250218202535_HH_EV,KEV,5188,0,0,0.00011101365089416504,,,,,False,,,
TOF.HE_20250218002344_HH_EV,TOF,4392,0,0,5.7071447372436523e-05,,,,,False,,,
KU6.HE_20250222210203_HH_EV,KU6,3529,0,0,8.45491886138916e-05,,,,,False,,,
VRF.HE_20250105200510_HH_EV,VRF,4518,0,0,0.00012788176536560059,,,,,False,,,
SUF.HE_20250227123632_HH_EV,SUF,4115,0,0,9.28640365600586e-05,,,,,False,,,
KPF.HE_20250206133310_HH_EV,KPF,4555,0,0,5.364418029785156e-05,,,,,False,,,
RAJF.FN_20250217120525_HH_EV,RAJF,4866,0,0,0.00010976195335388184,,,,,False,,,
RAF.HE_20250128105334_HH_EV,RAF,3739,0,0,0.00015094876289367676,,,,,False,,,
