trace_name,station,true_s_sample,raw_s_peak_count,max_s_sample,max_s_probability,nearest_raw_s_sample,nearest_raw_s_probability,nearest_raw_s_error_samples,nearest_raw_s_abs_error_s,nearest_raw_s_within_near_samples,normal_picker_s_sample,normal_picker_s_error_samples,normal_picker_s_abs_error_s
FIA1.HE_20251222221635_HH_EV,FIA1,5166,0,0,0.00014716386795043945,,,,,False,,,
RUF.HE_20250215085601_HH_EV,RUF,2826,0,3125,0.007575720548629761,,,,,False,,,
KU6.HE_20251030053444_HH_EV,KU6,1688,0,1691,0.036831021308898926,,,,,False,,,
RANF.FN_20250120005028_BH_EV,RANF,3293,0,0,9.715557098388672e-05,,,,,False,,,
KLF.FN_20250301012354_BH_EV,KLF,1964,0,0,7.891654968261719e-05,,,,,False,,,
VAF.HE_20250105045501_HH_EV,VAF,2761,0,2805,0.005330175161361694,,,,,False,,,
PVF.HE_20251018035815_CH_EV,PVF,2406,0,2400,0.0014736354351043701,,,,,False,,,
OBF3.HE_20250605030253_HH_EV,OBF3,4991,0,0,0.0001017153263092041,,,,,False,,,
RNF.FN_20250915101701_BH_EV,RNF,5359,0,0,0.0005263686180114746,,,,,False,,,
RNF.FN_20250412203602_BH_EV,RNF,3102,0,0,7.81714916229248e-05,,,,,False,,,
KJNF.HE_20250703171902_CH_EV,KJNF,2548,0,0,8.186697959899902e-05,,,,,False,,,
VJF.HE_20250629201534_HH_EV,VJF,1624,0,0,4.178285598754883e-05,,,,,False,,,
PVF.HE_20250824012004_CH_EV,PVF,3323,0,0,5.5283308029174805e-05,,,,,False,,,
KLF.FN_20250804051143_BH_EV,KLF,2801,0,0,7.158517837524414e-05,,,,,False,,,
KY17.HE_20250813151828_CH_EV,KY17,671,1,667,0.8686660528182983,667,0.8686660528182983,4,0.04,True,667,4,0.04
KPF.HE_20250326050654_HH_EV,KPF,4008,0,4110,0.002026587724685669,,,,,False,,,
LOVF.HE_20250920145041_CH_EV,LOVF,5224,0,0,0.00012406706809997559,,,,,False,,,
HEF.HE_20250509033116_HH_EV,HEF,4190,0,4235,0.0003789067268371582,,,,,False,,,
RAJF.FN_20250305073031_BH_EV,RAJF,4854,0,0,9.548664093017578e-05,,,,,False,,,
FIA0.HE_20251107205645_HH_EV,FIA0,3916,0,4489,0.0006400942802429199,,,,,False,,,
FIA0.HE_20250514214524_HH_EV,FIA0,4586,0,0,0.00010189414024353027,,,,,False,,,
LOVF.HE_20250924122442_CH_EV,LOVF,2172,1,2239,0.2470904290676117,2239,0.2470904290676117,-67,0.67,False,2239,-67,0.67
FIA0.HE_20250927215801_HH_EV,FIA0,4549,0,0,0.00014790892601013184,,,,,False,,,
KEF.HE_20250127013002_HH_EV,KEF,3638,0,0,0.0002180933952331543,,,,,False,,,
